pixel_accuracy,pixel_precision,pixel_recall,pixel_f1,pixel_iou,gt_pixels,pred_pixels,bbox_precision,bbox_recall,bbox_f1,gt_boxes,pred_boxes,matched_boxes,false_positives,false_negatives,filename
0.9539203125,0.0,0.0,0.0,0.0,2456,27035,0.0,0.0,0.0,3,21,0,21,3,DSC04167.JPG
0.940178125,0.48581059040991625,0.2366274759029764,0.3182449517432957,0.1892338316886197,37764,18394,0.6363636363636364,0.2692307692307692,0.37837837833659604,52,22,14,8,38,IMG_2165.JPG
0.945315625,0.16487240125657407,0.29177337747517024,0.21069012178619756,0.11774937608712092,16009,28331,0.06666666666666667,0.3333333333333333,0.11111111108333332,9,45,3,42,6,DSC04198.JPG
0.9423734375,0.024236667119012078,0.49012074643249176,0.04618925698916389,0.023640599354053052,1822,36845,0.0,0.0,0.0,5,21,0,21,5,IMG_2159.JPG
0.9170390625,0.05812751292360712,0.43765316419201383,0.10262477394493552,0.05408775899235716,6937,52230,0.09259259259259259,0.21739130434782608,0.1298701298282341,23,54,5,49,18,DSC04359.JPG
0.86103125,0.19654802634938467,0.3718840579710145,0.2571743560618715,0.14756172366201503,41400,78332,0.047619047619047616,0.05555555555555555,0.051282051232347144,18,21,1,20,17,IMG_4919.JPG
0.9922390625,0.7311659893716786,0.5902839116719243,0.6532151085666411,0.4850181441161223,7925,6398,0.631578947368421,0.6,0.6153846153346483,20,19,12,7,8,DSC04365.JPG
0.861221875,0.057053042877917653,0.1362376793293346,0.08042573457851035,0.04189769368514164,28509,68077,0.06060606060606061,0.06896551724137931,0.06451612898246618,29,33,2,31,27,IMG_4931.JPG
0.9975984375,0.01838235294117647,0.11013215859030837,0.0315059861373661,0.016005121638924456,227,1360,0.0,0.0,0.0,1,7,0,7,1,IMG_2398.JPG
0.990440625,0.46096256684491976,0.07129859387923904,0.12349570200573066,0.06581157428615056,6045,935,0.0,0.0,0.0,8,1,0,1,8,IMG_4925.JPG
0.996846875,0.14425116673737803,0.9970674486803519,0.2520385470719051,0.1441899915182358,341,2357,0.16666666666666666,1.0,0.2857142856897959,1,6,1,5,0,IMG_2401.JPG
0.9326640625,0.21457947568463112,0.7972914252607184,0.3381505997266291,0.20347848587904777,13808,51305,0.06896551724137931,0.21052631578947367,0.10389610385893067,19,58,4,54,15,IMG_4716.JPG
0.9800375,0.12222991689750692,0.9458735262593784,0.21648472954740586,0.12138092290764046,1866,14440,0.15,0.6,0.23999999996799998,5,20,3,17,2,IMG_4702.JPG
0.9369171875,0.13650442477876107,0.06065869244633787,0.0839931934203063,0.04383762788935203,30515,13560,0.038461538461538464,0.034482758620689655,0.03636363631378513,29,26,1,25,28,IMG_4879.JPG
0.9517734375,0.1413625014861491,0.7063716025545819,0.23557966168858507,0.13351674573987254,6733,33644,0.1,0.3333333333333333,0.15384615381065087,21,70,7,63,14,DSC04211.JPG
0.927246875,0.02061879797790676,0.157433881343817,0.03646221339293105,0.01856965200345678,5596,42728,0.0,0.0,0.0,6,36,0,36,6,IMG_4851.JPG
0.9587828125,0.21149519329106156,0.09972512899647973,0.13553989841061773,0.07269659366541287,20737,9778,0.09090909090909091,0.05263157894736842,0.06666666662022222,19,11,1,10,18,IMG_4689.JPG
0.97970625,0.0776812440680441,0.7498238195912614,0.14077798359354327,0.07571875889553088,1419,13697,0.12903225806451613,0.5714285714285714,0.2105263157594183,7,31,4,27,3,DSC04205.JPG
0.8362734375,9.543259595747523e-06,1.0,1.908633704562589e-05,9.543259595747523e-06,1,104786,0.0,0.0,0.0,0,34,0,34,0,IMG_4662.JPG
0.909725,0.0,0.0,0.0,0.0,0,57776,0.0,0.0,0.0,0,26,0,26,0,IMG_4676.JPG
0.9721078125,0.0,0.0,0.0,0.0,3080,14771,0.0,0.0,0.0,3,20,0,20,3,IMG_4886.JPG
0.9421640625,0.0557638646668992,0.07687684077658231,0.06464003234528592,0.03339948817047057,16637,22936,0.15,0.12,0.13333333328395058,25,20,3,17,22,IMG_4892.JPG
0.8999171875,0.00010927255697783329,1.0,0.00021852123558150063,0.00010927255697783329,7,64060,0.0,0.0,0.0,0,28,0,28,0,DSC03998.JPG
0.957615625,0.28583098591549294,0.851258389261745,0.4279628848587094,0.2722345934054141,11920,35500,0.11428571428571428,0.36363636363636365,0.17391304344187145,11,35,4,31,7,DSC04013.JPG
0.976734375,0.0,0.0,0.0,0.0,13904,986,0.0,0.0,0.0,15,4,0,4,15,DSC04007.JPG
0.9175421875,0.02174737400932843,0.49333333333333335,0.04165834347249714,0.02127225519287834,2325,52742,0.017543859649122806,0.16666666666666666,0.03174603172879818,6,57,1,56,5,IMG_5018.JPG
0.9474328125,0.11309879450321583,0.2767933941166351,0.16058284887347488,0.08730094137435229,11626,28453,0.23076923076923078,0.17142857142857143,0.19672131142649826,35,26,6,20,29,IMG_5024.JPG
0.99745625,0.0,0.0,0.0,0.0,2,1626,0.0,0.0,0.0,0,5,0,5,0,DSC03967.JPG
0.9816734375,0.0,0.0,0.0,0.0,0,11729,0.0,0.0,0.0,0,35,0,35,0,DSC03973.JPG
0.9938921875,0.7644178987564868,0.8385606874328679,0.7997746248015162,0.6663537043359509,9310,10213,0.6764705882352942,0.8518518518518519,0.7540983606063961,27,34,23,11,4,IMG_5030.JPG
0.91816875,0.01831728656465982,0.22128378378378377,0.03383389292698225,0.017208054195049637,4144,50062,0.0,0.0,0.0,5,55,0,55,5,IMG_2039.JPG
0.9934890625,0.7119164030294315,0.8646949231485794,0.7809033072190967,0.6405589579918917,8588,10431,0.7647058823529411,0.9629629629629629,0.852459016344101,27,34,26,8,1,IMG_5031.JPG
0.97131875,0.0,0.0,0.0,0.0,0,18356,0.0,0.0,0.0,0,55,0,55,0,DSC03972.JPG
0.9265421875,0.09072799009747795,1.0,0.16636226615834737,0.09072799009747795,4691,51704,0.04918032786885246,0.42857142857142855,0.0882352940991782,7,61,3,58,4,IMG_2038.JPG
0.9528234375,3.32016335203692e-05,0.013157894736842105,6.62361318099023e-05,3.311916274756574e-05,76,30119,0.0,0.0,0.0,0,50,0,50,0,DSC03966.JPG
0.9499953125,0.1109587009713057,0.2717203812982297,0.15757192871620732,0.08552405989255915,11015,26974,0.2,0.19230769230769232,0.19607843132256822,26,25,5,20,21,IMG_5025.JPG
0.9611234375,0.06050552922590837,0.5836190476190476,0.10964394346036858,0.05800174156665278,2625,25320,0.03333333333333333,0.25,0.05882352939100346,8,60,2,58,6,IMG_2004.JPG
0.9221265625,0.0,0.0,0.0,0.0,863,48976,0.0,0.0,0.0,3,58,0,58,3,IMG_5019.JPG
0.9783453125,0.4928948436865611,0.7152220340231239,0.5836012378691825,0.4120317339103135,13579,19704,0.14285714285714285,0.3333333333333333,0.199999999958,15,35,5,30,10,DSC04006.JPG
0.956553125,0.26546377220186074,0.8431232091690545,0.4037909001243621,0.2529686744398474,11168,35470,0.11764705882352941,0.2857142857142857,0.1666666666253472,14,34,4,30,10,DSC04012.JPG
0.9115046875,0.0,0.0,0.0,0.0,0,56637,0.0,0.0,0.0,0,22,0,22,0,DSC03999.JPG
0.9393703125,0.08330728352610191,0.12200286123032904,0.09900852160586993,0.05208256992793453,17475,25592,0.12,0.12,0.11999999994999999,25,25,3,22,22,IMG_4893.JPG
0.9733734375,0.12536473530637765,0.9041713641488163,0.22019859973459022,0.12372088239831336,2661,19192,0.0967741935483871,1.0,0.17647058821920417,3,31,3,28,0,IMG_4887.JPG
0.8774984375,0.0,0.0,0.0,0.0,0,78401,0.0,0.0,0.0,0,70,0,70,0,IMG_4677.JPG
0.863053125,0.47388478745144247,0.9758008466544512,0.6379551068628504,0.46838038164327395,79135,162951,0.2857142857142857,0.10526315789473684,0.15384615380680472,38,14,4,10,34,IMG_2560.JPG
0.9617625,0.2733936135059629,0.9697389451251998,0.42653606411398043,0.27108092812676854,9385,33289,0.17142857142857143,0.46153846153846156,0.2499999999605035,13,35,6,29,7,IMG_4688.JPG
0.9430265625,0.005496564647095565,0.03670490093847758,0.009561320114083933,0.004803624553071864,4795,32020,0.0,0.0,0.0,7,30,0,30,7,IMG_4850.JPG
0.986596875,0.13489550348321722,0.7698795180722892,0.22956709179091073,0.1296672077922078,1660,9474,0.1,0.2857142857142857,0.14814814810973936,7,20,2,18,5,DSC04204.JPG
0.9378796875,0.04316310920084505,0.08076058065835208,0.05625845657179481,0.028943383322749254,14673,27454,0.07142857142857142,0.11764705882352941,0.08888888884187654,17,28,2,26,15,DSC04210.JPG
0.9425796875,0.0010555444612444012,0.020903954802259886,0.002009613556744426,0.0010058174305442287,1770,35053,0.0,0.0,0.0,3,18,0,18,3,IMG_4844.JPG
0.9833015625,0.003937007874015748,0.010782608695652174,0.005767978416596892,0.0028923306587049823,2875,7874,0.0,0.0,0.0,8,9,0,9,8,IMG_4878.JPG
0.9689921875,0.031596588948587766,0.763095238095238,0.060680645619349646,0.03128966123206092,840,20287,0.0,0.0,0.0,3,38,0,38,3,IMG_2428.JPG
0.976228125,0.10995752713544124,0.9366834170854271,0.19681131876253827,0.10914627005504157,1990,16952,0.21739130434782608,1.0,0.3571428571135204,5,23,5,18,0,IMG_4703.JPG
0.9239921875,0.18133508690861266,0.7980445834962847,0.2955207020897597,0.17337887438825447,12785,56266,0.07017543859649122,0.2,0.10389610385764884,20,57,4,53,16,IMG_4717.JPG
0.98985,0.34679433805162363,0.5827891791044776,0.4348355663824604,0.27782101167315176,4288,7206,0.3611111111111111,0.6842105263157895,0.4727272726820496,19,36,13,23,6,DSC04370.JPG
0.929309375,0.04623888488344148,0.2572192513368984,0.07838663678957018,0.04079209600135691,7480,41610,0.05263157894736842,0.09523809523809523,0.06779661012364263,21,38,2,36,19,DSC04364.JPG
0.8763671875,0.10038718644516513,0.19683353340038284,0.13296222838295402,0.07121560709925814,30823,60436,0.03333333333333333,0.030303030303030304,0.03174603169614513,33,30,1,29,32,IMG_4930.JPG
0.8915484375,0.13933641599740407,0.3442084168336673,0.19837154241496796,0.11010679897944793,24950,61635,0.04,0.05,0.04444444439506173,20,25,1,24,19,IMG_4918.JPG
0.90614375,0.013528616944968055,0.4652897303499713,0.026292754093045875,0.013321506595049196,1743,59947,0.01818181818181818,0.3333333333333333,0.0344827586108799,3,55,1,54,2,DSC04358.JPG
0.95591875,0.1240409663490704,0.4867665593054194,0.1977021954271414,0.10969452158545821,7141,28023,0.10810810810810811,0.36363636363636365,0.16666666663133684,11,37,4,33,7,IMG_2158.JPG
0.974184375,0.3519340235758146,0.7919314170448815,0.48730838453422703,0.322146549602035,9915,22311,0.23076923076923078,0.75,0.35294117643460204,8,26,6,20,2,IMG_2164.JPG
0.958709375,0.023137799794599165,0.03599962402481436,0.028170050014710207,0.014286247155805886,10639,16553,0.025,0.25,0.045454545438016525,4,40,1,39,3,DSC04199.JPG
0.9551328125,0.0,0.0,0.0,0.0,2388,26327,0.0,0.0,0.0,2,22,0,22,2,DSC04166.JPG
0.9903703125,0.16553820643913222,0.9062027231467473,0.27993924523892977,0.16274962640945523,1322,7237,0.13636363636363635,1.0,0.23999999997888,3,22,3,19,0,DSC04158.JPG
0.946046875,0.00982212373480266,0.18303571428571427,0.018643778775649406,0.009409604681852085,1792,33394,0.0,0.0,0.0,2,29,0,29,2,DSC04170.JPG
0.9155078125,0.0005372424114509383,0.013909587680079483,0.001034527350316824,0.0005175313753396299,2013,52118,0.0,0.0,0.0,1,33,0,33,1,DSC04164.JPG
0.9904578125,0.2810304449648712,0.04186289900575615,0.07287080613329285,0.03781314006617299,5733,854,0.0,0.0,0.0,7,2,0,2,7,IMG_4926.JPG
0.879528125,0.018157425136441196,0.44722489573307667,0.03489798472900238,0.017758866693844272,3117,76773,0.06796116504854369,0.6363636363636364,0.12280701752642352,11,103,7,96,4,DSC04414.JPG
0.9078203125,0.1928834355828221,0.19397828232971373,0.1934293097083795,0.10706988148753575,36468,36675,0.09090909090909091,0.0967741935483871,0.09374999995004883,31,33,3,29,28,IMG_4932.JPG
0.981028125,0.22034008730210436,0.9508012369974698,0.3577700200994393,0.2178562226230353,3557,15349,0.25,0.4166666666666667,0.312499999953125,12,20,5,15,7,IMG_2416.JPG
0.9819375,0.13040509786071916,0.9465859030837004,0.22923056407521003,0.12945251901498606,1816,13182,0.18181818181818182,0.8,0.296296296266118,5,22,4,18,1,IMG_4701.JPG
0.96095625,0.3441061730283791,0.5343905915894511,0.4186403610813829,0.26473444166544063,16836,26146,0.1794871794871795,0.2916666666666667,0.2222222221750567,24,39,7,32,17,IMG_4715.JPG
0.9016921875,0.202736579695531,0.7073194566598261,0.3151443903819569,0.18704534001783107,20466,71403,0.17045454545454544,0.38461538461538464,0.23622047239838798,39,88,15,73,24,DSC04399.JPG
0.9769140625,0.07054103028734145,0.7252162341982701,0.12857564140371572,0.06870469587141506,1503,15452,0.037037037037037035,0.16666666666666666,0.06060606057630854,6,27,1,26,5,DSC04206.JPG
0.9449453125,0.042731689652050577,0.2872210953346856,0.07439514540152889,0.038634689367275106,4930,33137,0.034482758620689655,0.14285714285714285,0.05555555552422839,7,29,1,28,6,IMG_4852.JPG
0.9602,0.013258707819377276,0.03228794495170041,0.018798151001540832,0.009488256338466325,7557,18403,0.02564102564102564,0.05,0.033898305039931055,20,39,1,38,19,DSC04212.JPG
0.9060984375,0.0,0.0,0.0,0.0,0,60097,0.0,0.0,0.0,0,34,0,34,0,IMG_4675.JPG
0.9751875,0.02545189268055443,0.07528170702469432,0.0380421613763024,0.019389897492898604,4171,12337,0.05263157894736842,0.058823529411764705,0.055555555505709876,17,19,1,18,16,IMG_1719.jpg
0.94855625,0.0,0.0,0.0,0.0,0,32924,0.0,0.0,0.0,0,29,0,29,0,IMG_4661.JPG
0.937778125,0.0,0.0,0.0,0.0,0,39822,0.0,0.0,0.0,0,23,0,23,0,IMG_4649.JPG
0.9436484375,0.06706609972941631,0.07649490217690824,0.07147086841224479,0.0370597815929298,18145,20696,0.15789473684210525,0.11538461538461539,0.13333333328454322,26,19,3,16,23,IMG_4891.JPG
0.9730171875,0.0,0.0,0.0,0.0,2920,14349,0.0,0.0,0.0,3,21,0,21,3,IMG_4885.JPG
0.9475,0.2623582180682432,0.836164957712746,0.3993993993993994,0.24953095684803,13361,42583,0.1935483870967742,0.5714285714285714,0.28915662646822465,21,62,12,50,9,DSC04038.JPG
0.9693515625,0.3052072518169475,0.7752307536261284,0.43798171972149796,0.2803947464964414,9859,25042,0.13725490196078433,0.3684210526315789,0.19999999996044898,19,51,7,44,12,DSC04004.JPG
0.98036875,0.4434606161224866,0.6724475524475525,0.5344597598932859,0.36468446601941745,10725,16263,0.16666666666666666,0.5,0.2499999999625,14,42,7,35,7,DSC04010.JPG
0.9882296875,0.0,0.0,0.0,0.0,0,7533,0.0,0.0,0.0,0,28,0,28,0,DSC03958.JPG
0.994765625,0.0,0.0,0.0,0.0,0,3350,0.0,0.0,0.0,0,12,0,12,0,DSC03970.JPG
0.9328625,0.2004084179476998,0.10902638481715785,0.14122396770196266,0.07597686071267284,32405,17629,0.043478260869565216,0.06666666666666667,0.05263157889958449,15,23,1,22,14,IMG_5033.JPG
0.99045,0.817879721186578,0.7230581828604185,0.76755153266905,0.622785903844967,13956,12338,0.7391304347826086,0.85,0.790697674368848,20,23,17,6,3,IMG_5027.JPG
0.9701578125,0.0,0.0,0.0,0.0,0,19099,0.0,0.0,0.0,0,65,0,65,0,DSC03964.JPG
0.9672859375,0.0,0.0,0.0,0.0,0,20937,0.0,0.0,0.0,0,76,0,76,0,DSC03965.JPG
0.9935078125,0.7972110612148429,0.949138234259585,0.8665660425832558,0.7645492151640505,14215,16924,0.8148148148148148,0.9565217391304348,0.8799999999503201,23,27,22,5,1,IMG_5026.JPG
0.9941890625,0.731986956979068,0.8559655596555965,0.7891364744571072,0.6517138040831616,8130,9507,0.6388888888888888,0.8846153846153846,0.7419354838222684,26,36,23,13,3,IMG_5032.JPG
0.966734375,0.0,0.0,0.0,0.0,0,21290,0.0,0.0,0.0,0,67,0,67,0,DSC03971.JPG
0.9907140625,0.0,0.0,0.0,0.0,1,5942,0.0,0.0,0.0,0,26,0,26,0,DSC03959.JPG
0.97141875,0.1980263157894737,0.9984520123839009,0.3305028914427934,0.19796553689656685,4522,22800,0.25,0.6,0.35294117642906575,10,24,6,18,4,IMG_2013.JPG
0.9779375,0.4689105308219178,0.6762617687914801,0.5538140681286734,0.3829480400297164,12958,18688,0.2,0.32,0.24615384610650887,25,40,8,32,17,DSC04011.JPG
0.968746875,0.297876726448155,0.7085417279592037,0.41942412632067805,0.26536158959856027,10197,24255,0.1,0.22727272727272727,0.13888888884645062,22,50,5,45,17,DSC04005.JPG
0.9509578125,0.27663310989636153,0.8392615938766321,0.41611012929029856,0.26271405416833055,13326,40429,0.16363636363636364,0.5625,0.2535211267256497,16,55,9,46,7,DSC04039.JPG
0.9496921875,0.09753216883197613,0.0815149625935162,0.08880713173906891,0.04646686015518569,19248,16087,0.06060606060606061,0.07407407407407407,0.06666666661716665,27,33,2,31,25,IMG_4884.JPG
0.935415625,0.04860258539755904,0.5270164447924823,0.08899761967733404,0.046571171545221786,3831,41541,0.1111111111111111,0.3333333333333333,0.16666666662916665,12,36,4,32,8,IMG_4890.JPG
0.9405546875,0.0,0.0,0.0,0.0,0,38045,0.0,0.0,0.0,0,22,0,22,0,IMG_4648.JPG
0.8450328125,0.0,0.0,0.0,0.0,0,99179,0.0,0.0,0.0,0,31,0,31,0,IMG_4660.JPG
0.8854859375,0.0,0.0,0.0,0.0,0,73289,0.0,0.0,0.0,0,24,0,24,0,IMG_4674.JPG
0.9597734375,0.013967632202865683,0.03936092955700799,0.020618556701030927,0.010416666666666666,6885,19402,0.0,0.0,0.0,18,38,0,38,18,DSC04213.JPG
0.975359375,0.038997902011600645,0.7632850241545893,0.07420453211224609,0.03853188635532252,828,16206,0.034482758620689655,0.3333333333333333,0.062499999983007815,3,29,1,28,2,DSC04207.JPG
0.9362953125,0.011455586871533776,0.044314185228604926,0.018205023237893418,0.009186128459986877,8530,32997,0.0,0.0,0.0,4,20,0,20,4,IMG_4853.JPG
0.95165625,0.5621151560980879,0.313086642599278,0.4021718128067396,0.2516990349964931,33240,18514,0.2702702702702703,0.3333333333333333,0.2985074626371129,30,37,10,27,20,IMG_4728.JPG
0.9488234375,0.3231138784411644,0.47416512059369204,0.38433053252880695,0.23787695457930008,21560,31639,0.3541666666666667,0.34,0.34693877546022495,50,48,17,31,33,IMG_2359.JPG
0.9599203125,0.40875297003142486,0.5106036670017713,0.4540365664176404,0.2936916595533772,20889,26094,0.32432432432432434,0.4,0.35820895517442636,30,37,12,25,18,IMG_4714.JPG
0.90410625,0.23591339835373867,0.7352649506316561,0.3572131799995811,0.21744341727765382,23193,72285,0.1935483870967742,0.5142857142857142,0.28124999996026606,35,93,18,75,17,DSC04398.JPG
0.934975,0.06652983896431955,0.14879943502824858,0.09194850534584334,0.04818973995380006,14160,31670,0.02857142857142857,0.09090909090909091,0.043478260833175804,11,35,1,34,10,IMG_4700.JPG
0.876240625,0.1424706943192065,0.23449868073878627,0.177251480211904,0.09724406756479519,36384,59886,0.15384615384615385,0.17391304347826086,0.1632653060726364,23,26,4,22,19,IMG_4933.JPG
